SiteYear,masterid,stationcode,sampledate,evaluator,hydromodcomments,fullyarmored,fullyarmoredcomments,area.SqMile,precip.Inch,valleyslope,valleywidth.Meter,giscomments,d50estimate,d50,d50comments,bankheightl1,bankheightl2,bankheightl3,bankheightr1,bankheightr2,bankheightr3,bankheightcomments,bankanglel1,bankanglel2,bankanglel3,bankangler1,bankangler2,bankangler3,bankanglecomments,streambedstate,streambedstatecomments,armoringpotential,armoringpotentialcomments,GradeCtrl.Hydromod,GradeCtrlComnts.Hydromod,lateralsusceptibilityl,lateralsusceptibilityr,lateralsusceptibilitycomments,Q10,VertSuscept,LatRatingL1,LatRatingL2,LatRatingL3,LatRatingR1,LatRatingR2,LatRatingR3,AverageLatSuscept,Year,stationname,latitude,longitude,huc,county,smcshed,smc_lu,psa_lu,probabilistic,new_lat,new_long,regionalboardnumber,psa6c,psa9c,psa10c,eco_ii_2010,eco_iii_2010,ag_2000_1k,ag_2000_5k,ag_2000_ws,code_21_2000_1k,code_21_2000_5k,code_21_2000_ws,urban_2000_1k,urban_2000_5k,urban_2000_ws,roaddens_1k,roaddens_5k,roaddens_ws,paved_int_1k,paved_int_5k,paved_int_ws,invdamdist,ag_2011_1k,ag_2011_5k,ag_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,forest_2011_1k,forest_2011_5k,forest_2011_ws,pasture_2011_1k,pasture_2011_5k,pasture_2011_ws,row_crops_2011_1k,row_crops_2011_5k,row_crops_2011_ws,channeltype,structurewidth,structureshape,structureshapecomments,rightsideofstructure,rightvegetation,rightsidecomments,leftsideofstructure,leftvegetation,leftsidecomments,bottom,bottomcomments,vegetation,lowflowpresence,lowflowwidth,gradecontrolpresence,gradecontrollocation,GradeCtrlComnts.ChEn,channelmodcomments,CRAM.Index,CRAM.Biotic,CRAM.Buffer,CRAM.Hydrology,CRAM.Physical,csci,ASCI.diatoms,ASCI.hybrid,ASCI.sba,ipi,ipi_percentile,ev_flowhab,ev_flowhab_score,h_aqhab,h_aqhab_pred,h_aqhab_score,h_subnat,h_subnat_score,pct_safn,pct_safn_pred,pct_safn_score,xcmg,xcmg_pred,xcmg_score,ipi_qa,ev_flowhab_qa,h_aqhab_qa,h_subnat_qa,xcmg_qa,pct_rc
845PS0011_2016,845PS0011,845PS0011,5/19/2016,Karin Wisenbaker,,Yes,NA,6.8,15.3,0.014,9635,,,5660,Concrete Channel,1,1,1,1,1,1,,30,30,30,30,30,30,,C,,,NA,,NA,1,1,,22.30247079,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2016,Fullerton Creek,33.88053,-117.89742,845,Orange,San Gabriel,Urban,Urban,TRUE,33.8812514,-117.89713,8,SC,SCx,SCx,Xeric,85,0,0,1,10.2618,11.4428,20.2039,86,83,64,10.88011,13.2115,11.70858,4,62,75,0,0,0,0,84,82.83885,66.51635,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,<5 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Present,1 to 5 m,Absent,NA,NA,NA,40,25,67.67,41.67,25,NA,0.747666485,0.677980498,0.384715289,0.83,0.08,13,1,15,1.02,1,25,1,22,41.81,0.28,50,134.25,0.26,0.05,0.3,0.55,0.05,0.45,61
845PS0011_2018,845PS0011,845PS0011,6/12/2018,Karin Wisenbaker,,Yes,NA,6.8,15.3,0.012,509,Measured Valley Width using Stream Stats basin width due to highly urbanized landscape,,-88,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,,NA,1,1,,22.30247079,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,Fullerton Creek,33.88053,-117.89742,845,Orange,San Gabriel,Urban,Urban,TRUE,33.8812514,-117.89713,8,SC,SCx,SCx,Xeric,85,0,0,1,10.2618,11.4428,20.2039,86,83,64,10.88011,13.2115,11.70858,4,62,75,0,0,0,0,84,82.83885,66.51635,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,<5 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Present,1 to 5 m,Absent,NA,NA,NA,39,25,62.5,41.67,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845PS0011_2019,845PS0011,845PS0011,6/6/2019,Alexis Wallengren,,Yes,NA,6.8,15.3,0.012,855,"""Valley"" measured as width of watershed (as determined by StreamStats) upstream of site.",-88,5660,NA,-88,-88,-88,-88,-88,-88,,-88,-88,-88,-88,-88,-88,,C,,NR,NR,NR,,1,1,,22.30247079,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2019,Fullerton Creek,33.88053,-117.89742,845,Orange,San Gabriel,Urban,Urban,TRUE,33.8812514,-117.89713,8,SC,SCx,SCx,Xeric,85,0,0,1,10.2618,11.4428,20.2039,86,83,64,10.88011,13.2115,11.70858,4,62,75,0,0,0,0,84,82.83885,66.51635,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,<5 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Present,1 to 5 m,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.01,20,1,8,1.01,1,1,0.53,30,41.81,0.24,49,134.26,0.25,0.04,0.3,0.45,0.04,0.45,56
901M14118_2015,901M14118,901M14118,4/30/2015,Marty Lewis,,No,NA,25,21.6,0.019975231,178,,15,15,,0.6,0.95,0.9,0.6,0.95,0.9,NA,13,25,40,14,52,21,,B,NA,C,NA,C,NA,3,4,NA,90.28072114,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,2015,Trabuco Creek next to Beebe Park,33.6098,-117.62739,901,Orange,San Juan,Urban,Other,TRUE,33.6098,-117.62739,9,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.399246,9.764609,3.501491,0,29,61,0,0,0,0,23,55.75668,12.14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,76,75,93.29,75,62.5,0.91896909,NA,NA,NA,0.89,0.19,13,1,23,1.06,1,22,1,44,41.8,0.75,34,134.26,0.16,0.05,0.3,0.55,0.05,0.5,1
901M14124_2015,901M14124,901M14124,6/23/2015,Karin Wisenbaker,,Yes,NA,7.2,14.7,0.025904155,343,,-88,5660,Concrete Channel,0.5,0.5,0.5,0.5,0.5,0.5,NA,90,90,90,90,90,90,,C,NA,,NA,,NA,1,1,NA,22.72853498,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2015,Segunda Desheca @ Calle de Los Molinos,33.43535,-117.62556,901,Orange,San Juan,Urban,Urban,TRUE,33.43535,-117.62556,9,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.18261,9.201253,8.333286,7,58,68,0,0,0,0,84,58.15918,52.47738,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,5 to 10 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,33,25,50,33.33,25,0.34086399,NA,NA,NA,0.76,0.03,15,1,8,1.01,1,10,1,38,41.75,0.25,26,134.21,0.12,0.04,0.3,0.45,0.04,0.41,47
901M14126_2016,901M14126,901M14126,5/17/2016,Brianna Jones,,No,NA,27,15.1,0.002,365,,,1,SA,0.55,0.5,0.45,0.55,0.5,0.45,,45,42,-88,42,40,34,L3 Not Recorded,A,,,NA,,NA,4,4,,73.27512159,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2016,Aliso Creek downstream of Alicia Pkwy.,33.54743,-117.7223,901,Orange,San Juan,Open,Other,TRUE,33.54628713,-117.7230953,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.88082875,13.64590248,12.50275949,3,151,263,0,0,0,0,59,69.53751216,64.37540578,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, not within past month",NA,NA,Absent,NA,NA,yearly Arundo removal,71,66.67,93.29,75,50,0.58620272,0.68423312,0.736419898,0.801400203,0.92,0.25,13,1,23,1.21,1,16,1,64,42.77,0.51,64,134.25,0.34,0.04,0.3,0.45,0.04,0.41,1
901M14134_2016,901M14134,901M14134,4/25/2016,Brianna Jones,,No,NA,4.5,17.4,0.024,293,,,12,,0.45,0.45,0.45,0.45,0.45,0.45,,19,16,45,28,20,25,,A,,,NA,,NA,4,4,,17.1939489,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2016,Tijeras Creek @ Trabuco Creek confluence,33.59231,-117.63283,901,Orange,San Juan,Urban,Other,TRUE,33.5978762,-117.62711,9,SC,SCx,SCx,Xeric,85,0,0,0,39.9689,16.5077,14.6341,10,45,54,2.428766,9.689097,11.26122,0,24,71,0,0,0,0,12,44.85762,54.34296,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,75,69.44,93.29,75,62.5,0.66063326,0.703914,0.725413597,0.716857655,0.98,0.43,16,1,25,1.05,1,23,1,53,41.8,0.64,77,134.25,0.41,0.04,0.3,0.45,0.04,0.45,1
901M14137_2017,901M14137,901M14137,6/20/2017,Karin Wisenbaker,,No,,2.7,13.9,0.002,33,,NA,1,SA,0.8,0.5,-88,0.5,0.4,0.55,could not reach left bank- overgrown/deep,30,50,-88,51,55,65,could not reach left bank- overgrown/deep,B,NA,B,NA,C,NA,2,2,NA,9.273970167,LOW,LOW,LOW,Unk,LOW,LOW,LOW,LOW,2017,,33.49418,-117.71659,901,Orange,San Juan,Open,Urban,TRUE,33.49418,-117.71659,9,SC,SCx,SCx,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.01369473,11.10973627,11.10973627,4,42,42,0,0,0,0,35,45.05329154,45.05329154,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Present,Within 10 m downstream,NA,NA,59,69.44,55.79,50,62.5,0.43622213,0.763617859,0.914793737,0.848769609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901M14138_2017,901M14138,901M14138,6/20/2017,Karin Wisenbaker,,No,,31,20.7,0.034,182,,NA,10,,0.95,0.85,0.65,0.8,0.75,0.55,,15,30,10,23,19,65,,A,NA,N/A,NA,N/A,NA,5,5,NA,105.3512428,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2017,,33.57688,-117.63999,901,Orange,San Juan,Urban,Other,TRUE,33.57688,-117.63999,9,SC,SCx,SCx,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.03395379,5.54928551,4.30688701,2,19,177,0,0,0,0,51,33.01360696,19.81719845,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,79,72.22,93.29,75,75,0.80858689,0.578392953,0.621571444,0.395623759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901M14141_2018,901M14141,901M14141,4/30/2018,Brianna Jones,,No,NA,18.1,1563,0.006,225,,,1,SA,0.6,0.6,0.5,0.6,0.6,0.5,,11,19,20,30,21,22,,A,,,,,NA,4,4,,1842.411334,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2018,,33.52171,-117.62215,901,Orange,San Juan,Urban,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,47.22,57.92,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901M14142_2018,901M14142,901M14142,5/31/2018,Brianna Jones,,No,NA,9.1,17.2,0.008,1083,Valley is extent of flat urban watershed in StreamStats,,12,,1.5,1.5,1,1,1,1,,32,30,22,23,28,45,,A,,,,,NA,4,5,,31.44710994,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2018,,33.6213,-117.68977,901,Orange,San Juan,Urban,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,83.33,67.67,83.33,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901M14145_2019,901M14145,901M14145,6/27/2019,Karin Wisenbaker,,No,NA,170.8,17.9,0.004,1648,,-88,1.03,NA,9.14,9.14,9.14,9.14,9.14,9.14,,60,60,60,60,60,60,,B,,C,NR,C,,1,1,,415.7374052,MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2019,,33.48818,-117.66682,901,Orange,San Juan,Urban,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,10 to 50 m,V-ditch,,Concrete,No,,Concrete,No,,Soft/Natural,Rock also,No,Present,5+ m,Present,Within 10 m upstream,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901M14149_2019,901M14149,901M14149,5/29/2019,Alexis Wallengren,,No,NA,1,14.3,0.01,38,,-88,-88,NA,0.7,0.75,0.75,0.7,0.75,0.75,,28,25,57,12,60,70,,A,,NR,NR,NR,,4,3,,3.994538142,High,VERY HIGH,VERY HIGH,VERY HIGH,HIGH,HIGH,HIGH,VERY HIGH,2019,,33.56754,-117.74812,901,Orange,San Juan,SMC_out,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18864_2015,902M18864,902M18864,5/6/2015,"Isham, B.",SMC condition site,No,NA,2.6,19.4,0.073963018,77,,NA,1.03,,2,2.3,1.9,2,2.3,1.9,NA,18,25,25,50,35,42,,B,NA,C,NA,C,NA,3,3,NA,11.60090762,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2015,,33.49207,-117.24653,902,Riverside,Northern San Diego,Agricultural,Other,TRUE,33.49207,-117.24653,9,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.050128,2.451082,2.762559,7,21,23,0,47,24,22,0,2.599223,5.41303,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes within past month,NA,NA,Absent,NA,NA,NA,71,77.78,78.5,66.67,62.5,1.08087775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18865_2016,902M18865,902M18865,5/5/2016,B. Isham,,No,NA,3.3,19.3,0.03,4850,,sand,1,,2.2,1.7,1.1,0.8,1.3,1.4,,31,34,32,18,15,33,,A,,,NA,,NA,2,2,,14.21818233,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2016,SMC18865,33.46728,-117.23022,902,Riverside,Northern San Diego,Agricultural,Ag,TRUE,33.46715891,-117.2313615,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94072779,2.80670106,2.80670106,4,19,19,0,34,31,31,0,1.15630807,1.15630807,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Not Recorded,NA,NA,Absent,NA,NA,NA,54,41.67,71.38,66.67,37.5,0.95978318,0.773377344,0.870242249,1.039206987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18893_2017,902M18893,902M18893,5/18/2017,"Isham, B.",SMC condition site,No,,592,16.2,0.024,37,,NA,-88,,2.5,2,1.5,2.5,2,1.5,,50,35,10,38,28,15,,C,NA,,NA,,NA,1,1,NA,1135.283353,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2017,,33.45304,-117.17403,902,Riverside,Northern San Diego,Open,Other,TRUE,33.45304,-117.17403,9,SC,SCx,SCx,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24020572,2.68584225,2.60991955,4,28,1729,0,2,11,3,0,9.36714645,7.76231541,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Not Recorded,NA,NA,Absent,NA,NA,NA,85,80.56,100,83.33,75,0.86762302,0.924224729,0.71241396,0.624806268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18901_2018,902M18901,902M18901,5/1/2018,"Isham, B.",SMC condition site,No,NA,1.7,19.6,0.03,41,,sand,1,,1.3,1.8,1,1.3,1.8,1,,35,90,14,30,40,10,,B,,B,,B,NA,3,3,,8.079519995,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2018,,33.49624,-117.20413,902,Riverside,Northern San Diego,Agricultural,Other,TRUE,33.49624,-117.20413,9,SC,SCx,SCx,Xeric,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04609204,3.72506599,3.72506599,2,5,5,0,46,26,26,5,14.13536938,14.13536938,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,66,69.44,75,58.33,62.5,0.94838742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M18909_2019,902M18909,902M18909,5/9/2019,"Isham, B.",SMC condition site,No,NA,0.2,19.1,0.082,57,,gravel,50,NA,1.8,1.2,1,1.8,1.2,1,,36,40,23,51,42,34,,B,,B,,B,,3,3,"could argue for 2's, variable through reach",1.230692666,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2019,,33.46607,-117.19794,902,Riverside,Northern San Diego,SMC_out,Ag,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,Soft/Natural,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M20161_2015,902M20161,902M20161,6/25/2015,DO/MM,,No,NA,3.3,19.3,0.005996282,110,,NA,-88,Not in file,1.5,1.5,1,1.5,1.5,1.5,NA,45,45,80,45,50,45,,A,NA,,NA,,NA,5,5,NA,14.21818233,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2015,Rainbow Creek,33.4187,-117.14103,902,San Diego,Northern San Diego,SMC_out,Other,TRUE,33.4187,-117.14103,9,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.451304,2.343283,2.343283,2,9,9,0,11,3,3,15,2.036119,2.036119,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,31,25,25,50,25,0.45826737,NA,NA,NA,0.82,0.08,7,1,20,1.02,1,32,1,77,41.81,0.34,42,134.25,0.21,0.05,0.3,0.55,0.05,0.45,1
902M20173_2016,902M20173,902M20173,6/7/2016,Damon Owen,,No,NA,8.1,19.1,0.064,54,,,-88,,2,1.5,2.5,2.5,2.5,3,,35,30,40,30,35,45,,B,,C,NA,B,NA,4,4,,30.80601217,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2016,,33.40528,-117.18096,902,San Diego,Northern San Diego,Urban,Other,TRUE,33.40612108,-117.1823033,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58883391,4.42999116,3.238182,NA,19,26,0,0,4,3,1,17.55621783,9.61379082,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,75,77.78,100,58.33,62.5,0.42039162,0.750467812,0.785176611,0.882585004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M20237_2019,902M20237,902M20237,6/4/2019,Damon Owen,,No,NA,0.5,17.7,0.06,39,,-88,-88,NA,0.5,2,4,1,1.5,0.5,,20,65,65,15,25,25,,A,,NR,NR,NR,,2,2,,2.575734781,High,HIGH,VERY HIGH,VERY HIGH,HIGH,HIGH,HIGH,HIGH,2019,,33.40889,-117.21367,902,San Diego,Northern San Diego,SMC_out,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902M20273_2019,902M20273,902M20273,6/12/2019,Damon Owen,,No,NA,642.6,16.4,0.006,97,,-88,-88,NA,1.5,1.5,1.5,1.5,1.5,1,,30,25,10,25,20,25,,A,,NR,NR,NR,,2,2,,1230.824164,High,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2019,,33.40282,-117.25509,902,San Diego,Northern San Diego,Open,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902S01097_2015,902S01097,SMC01097,5/6/2015,B. Isham,trend site,No,NA,7.1,19.4,0.006,101,,sand,1,,1.8,1.5,1.4,2.2,1.8,1.2,,15,20,38,52,46,18,,A,,B,NA,C,NA,4,4,,27.80096807,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2015,Sandia Canyon Creek ~1.9mi above De Anza Rd.,33.48724,-117.25537,902,Riverside,Northern San Diego,Agricultural,Other,TRUE,33.4867467,-117.2556,9,SC,SCx,SCx,Xeric,85,33,26,25,8.9125,8.4064,10.5013,0,1,4,1.592926,2.386841,2.703302,2,22,27,0,33,23,24,0,1.930453,4.844477,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,86,100,90.29,66.67,87.5,0.97579845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902S01097_2017,902S01097,SMC01097,5/18/2017,"Isham, B.",SMC trend site,No,,7.1,19.4,0.004,59,,NA,-88,,2,2,1.5,2,2,1.5,,42,12,20,60,25,30,,B,NA,B,NA,A,NA,3,5,NA,27.80096807,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,MEDIUM,2017,Sandia Canyon Creek ~1.9mi above De Anza Rd.,33.48724,-117.25537,902,Riverside,Northern San Diego,Agricultural,Other,TRUE,33.4867467,-117.2556,9,SC,SCx,SCx,Xeric,85,33,26,25,8.9125,8.4064,10.5013,0,1,4,1.592926,2.386841,2.703302,2,22,27,0,33,23,24,0,1.930453,4.844477,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,77,77.78,90.29,66.67,75,0.90303868,0.325928452,0.638251894,0.77609571,0.84,0.1,16,1,20,1.06,1,21,1,60,41.8,0.55,33,136.11,0.15,0.05,0.3,0.55,0.05,0.45,1
902S01097_2018,902S01097,SMC01097,5/1/2018,"Isham, B.",SMC condition site,No,NA,7.1,19.4,0.024,45,,sand,1,,1,1.5,1.8,1,1.5,1.8,,10,20,43,31,18,38,,B,,C,,C,NA,2,2,,27.80096807,MEDIUM,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2018,Sandia Canyon Creek ~1.9mi above De Anza Rd.,33.48724,-117.25537,902,Riverside,Northern San Diego,Agricultural,Other,TRUE,33.4867467,-117.2556,9,SC,SCx,SCx,Xeric,85,33,26,25,8.9125,8.4064,10.5013,0,1,4,1.592926,2.386841,2.703302,2,22,27,0,33,23,24,0,1.930453,4.844477,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,0.94778917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
